HD,Teff,Teff_err,Rstar,Rstar_err,angdia,angdia_err,plx,plx_err
TIC416282121,5660,86.53,0.93,0.14,0.0086,0.0013,0.993378,0.0274631
TIC416282268,5690,108,1,0.19,0.0099,0.0019,1.06396,0.0196929
TIC416283848,6060,69.98,1.2,0.03,0.0333,0.0009,2.97963,0.033579
TIC416529246,6200,177.72,1.28,0.46,0.0067,0.0024,0.56165,0.0278831
TIC417655814,6347,170,1,0.32,0.005,0.0016,0.534061,0.0239177
TIC417659212,5980,106.44,1.11,0.23,0.0112,0.0023,1.08162,0.0200372
TIC417659456,5863,103.85,1.04,0.22,0.0112,0.0024,1.1565,0.0164559
TIC417659970,5722,88.79,0.98,0.17,0.0128,0.0022,1.40799,0.0130658
TIC417660580,5806,200,1.03,0.47,0.0112,0.0051,1.16777,0.0214459
TIC417676622,5847,75,1.26,0.01,0.081,0.0007,6.90758,0.0207855
TIC417676990,3655,45.46,0.54,0.02,0.0482,0.0018,9.59428,0.0325055
TIC417678115,5236,58.55,0.82,0.06,0.0118,0.0009,1.54718,0.0207204
TIC417931300,3710,57,0.54,0.02,0.0947,0.0035,18.8629,0.0207672
TIC418761354,4503,69,0.72,0.03,0.0578,0.0024,8.63246,0.0525101
TIC420112589,3185,50,0.28,0.01,0.0853,0.003,32.7352,0.0416864
TIC422334505,6747,383,1.61,0.05,0.0186,0.0007,1.24301,0.0257852
TIC422349422,4339,92,0.65,0.01,0.0586,0.001,9.68518,0.072196
TIC422349881,5519,67,0.87,0.01,0.0332,0.0005,4.10173,0.0325947
TIC422487869,3924,51,0.69,0.01,0.0226,0.0004,3.5139,0.0415802
TIC422618449,5089,50,0.72,0.02,0.107,0.003,15.9843,0.0464561
TIC422756130,3690,50,0.52,0.02,0.107,0.0041,22.1289,0.0331705
TIC423358488,4079,70,0.63,0.06,0.0469,0.0045,8.00615,0.0399039
TIC424815179,4848,60.94,0.73,0.03,0.0126,0.0006,1.84875,0.0288542
TIC424867045,6040,114.09,1.15,0.3,0.0193,0.005,1.80622,0.0142345
TIC425997655,4684,99,0.71,0.02,0.169,0.0048,25.5897,0.0260766
TIC432247315,3810,17,0.54,0.01,0.0687,0.0014,13.6878,0.0975584
TIC434094657,4880,216,0.73,0.05,0.0602,0.0041,8.86281,0.0383558
TIC434133930,5652,154,0.93,0.12,0.0301,0.0039,3.48158,0.0274707
TIC434226736,3207,58,0.29,0.01,0.0599,0.0021,22.2153,0.0814423
TIC435339847,4970,45,0.76,0.03,0.0497,0.002,7.02703,0.0428976
TIC437444661,5271,39,0.86,0.02,0.0505,0.0012,6.31369,0.051837
TIC437699592,6771,303,1.63,0.48,0.0289,0.0086,1.90689,0.0792364
TIC437703489,5413,255,0.86,0.1,0.0438,0.0051,5.47374,0.042784
TIC437704321,4456,148,0.63,0.05,0.0366,0.0029,6.23997,0.0283716
TIC439456714,4031,21,0.36,0.01,0.0517,0.0014,15.4345,0.0328113
TIC440887364,4552,154,0.67,0.01,0.2264,0.0034,36.3316,0.0385291
TIC441420236,3665,31,0.82,0.02,0.7843,0.0191,102.829,0.0485613
TIC441738827,3551,49,0.48,0.01,0.0388,0.0008,8.70101,0.025744
TIC441739020,6170,61,1.32,0.02,0.0727,0.0011,5.92116,0.0241415
TIC444037742,5106,70,0.78,0.02,0.0219,0.0006,3.02214,0.0296087
TIC446672575,5850,79,0.96,0.14,0.0279,0.0041,3.12897,0.0626032
TIC447061717,3553,51,0.48,0.02,0.1615,0.0067,36.1735,0.0791761
TIC44898913,2850,75,0.16,0.01,0.0458,0.0029,30.8071,0.0661161
TIC452866790,3347,54,0.36,0.01,0.1223,0.0034,36.515,0.0498293
TIC458686847,3778,53,0.51,0.01,0.0465,0.0009,9.81066,0.0358559
TIC460984940,5558,100,0.91,0.02,0.1308,0.0029,15.451,0.0262143
TIC4610830,5356,41.8,0.86,0.03,0.0393,0.0014,4.90795,0.048567
TIC46259692,5397,105,0.83,0.03,0.018,0.0007,2.33505,0.0299025
TIC464646604,5991,50,1.08,0.11,0.1714,0.0175,17.0609,0.0365318
TIC4646810,4757,89,0.76,0.01,0.1549,0.0021,21.9192,0.0421369
TIC467179528,3618,157,0.44,0.01,0.1135,0.0026,27.7397,0.0226124
TIC467929202,3101,43,0.22,0,0.1397,0.0004,68.2653,0.172281
TIC470381900,3185,76,0.28,0.01,0.04,0.0014,15.3761,0.0839025
TIC47976987,5724,76.5,0.94,0.14,0.0068,0.001,0.773735,0.0192427
TIC47977416,4500,38.73,0.69,0.02,0.0107,0.0004,1.67244,0.0342731
TIC48131702,4406,154,0.63,0.05,0.0082,0.0007,1.39805,0.0362168
TIC48132154,6045,147,1.22,0.24,0.0136,0.0027,1.2003,0.0214328
TIC48188777,5404,200,0.89,0.54,0.0178,0.0108,2.14807,0.0160563
TIC48216453,6010,90.67,1.13,0.29,0.0211,0.0054,2.00993,0.0143762
TIC48217852,6150,91.49,1.18,0.34,0.0103,0.003,0.940878,0.0179161
TIC48217868,4465,100,0.58,0.03,0.0103,0.0005,1.90121,0.0256756
TIC48304302,5619,100,0.92,0.17,0.0121,0.0022,1.41601,0.0165559
TIC48304460,5617,112,1.03,0.21,0.0088,0.0018,0.921755,0.023404
TIC48304653,5667,50,1.56,0.2,0.0152,0.002,1.04884,0.0170531
TIC48305629,5697,56.57,0.89,0.03,0.0178,0.0006,2.15593,0.0145282
TIC48352404,4940,51.58,0.77,0.03,0.0138,0.0006,1.9202,0.0199244
TIC48353203,5616,66.28,0.93,0.07,0.0133,0.001,1.53789,0.017282
TIC48353358,3713,57,0.5,0.03,0.0699,0.0042,15.0296,0.023861
TIC48353636,5942,26.58,1.09,0,0.0159,0.0002,1.56654,0.0154593
TIC48353902,5282,75.06,0.81,0.06,0.0179,0.0013,2.37098,0.0144932
TIC48354835,5352,68.59,0.83,0.06,0.0083,0.0006,1.06907,0.0296586
TIC48419097,5815,200,0.9,0.48,0.0114,0.0061,1.36182,0.0198969
TIC48419201,6350,60.54,1.55,0.44,0.0249,0.0071,1.72981,0.0214539
TIC48421337,3871,77,0.53,0.04,0.0221,0.0017,4.49228,0.0229871
TIC48448369,5983,150,1.18,0.23,0.0325,0.0063,2.95812,0.0211369
TIC48448706,5663,69.96,0.91,0.1,0.0088,0.001,1.04143,0.0202105
TIC48450382,6162,90.5,1.22,0.36,0.0052,0.0016,0.456804,0.0244647
TIC48451491,6052,163,0.97,0.3,0.0067,0.0021,0.745576,0.0226577
TIC48451562,5121,50.38,0.76,0.05,0.0057,0.0004,0.811097,0.0311367
TIC48503881,3732,75,0.51,0.03,0.0302,0.0018,6.37055,0.0192283
TIC48503953,5849,61.71,1.06,0.15,0.0208,0.0029,2.10685,0.0203041
TIC48504464,4730,39.96,0.72,0.02,0.0194,0.0006,2.89083,0.0195051
TIC48506710,4985,53,0.75,0.03,0.011,0.0005,1.577,0.0225371
TIC48506742,5006,48.34,0.77,0.03,0.0094,0.0004,1.31506,0.025107
TIC48528473,5130,48.18,0.8,0.04,0.01,0.0005,1.34295,0.0282367
TIC48528770,4192,40.95,0.57,0.03,0.0153,0.0008,2.89322,0.0276378
TIC49427836,5912,51,1.58,0.15,0.0304,0.003,2.06958,0.0436449
TIC49430892,6256,37,1.29,0.12,0.0264,0.0025,2.19812,0.051249
TIC49462779,4015,173.12,0.57,0.05,0.0227,0.002,4.28506,0.038965
TIC49652731,5263,88,0.81,0.02,0.0544,0.0014,7.21733,0.0588802
TIC50183101,5887,46,1.67,0.12,0.0298,0.0025,1.92148,0.0866516
TIC50618703,4169,70,0.62,0.01,0.1401,0.0023,24.2922,0.0430782
TIC51664268,4676,63,0.69,0.01,0.0333,0.0006,5.19052,0.0412643
TIC52368076,5320,39,0.85,0.01,0.071,0.0009,8.97546,0.0355916
TIC53210555,5772,72,0.96,0.17,0.0118,0.0021,1.32514,0.0280727
TIC56520147,3622,104,0.28,0.04,0.0415,0.0059,15.9515,0.0713516
TIC56721373,5610,32,0.94,0.03,0.0122,0.0006,1.39318,0.0530602
TIC56754291,4044,34,0.61,0.01,0.0522,0.0009,9.19214,0.0347971
TIC56814628,5677,38,0.92,0.02,0.04,0.001,4.66891,0.0524389
TIC56815340,6327,48,1.3,0.06,0.1102,0.0051,9.11629,0.0569382
TIC5882269,4140,50,0.61,0.02,0.0527,0.0017,9.29346,0.0430569
TIC59040029,4674,140.71,0.63,0.04,0.0231,0.0015,3.93486,0.0421198
TIC60256211,5482,50,0.87,0.04,0.0244,0.0012,3.01076,0.038852
TIC63000832,5452,122.89,0.85,0.08,0.0101,0.001,1.28374,0.0239165
TIC63001143,5952,74,1.16,0.14,0.0161,0.0019,1.49272,0.0136964
TIC63004645,4708,63.31,0.72,0.01,0.0136,0.0003,2.02521,0.0273063
TIC63004906,5100,100,0.8,0.05,0.0084,0.0006,1.13295,0.0338142
TIC63005080,5568,166,0.96,0.24,0.009,0.0023,1.01127,0.0361485
TIC63005636,5715,119.69,1.2,0,0.015,0.0002,1.34139,0.0140302
TIC63006978,5713,81.57,1.13,0.19,0.0105,0.0018,1.00232,0.0165355
TIC63009789,6247,128.56,1.34,0.63,0.0176,0.0083,1.41297,0.0165732
TIC63010445,6173,193,1.04,0.34,0.006,0.002,0.621043,0.0330915
TIC63010574,5001,110.88,0.76,0.04,0.0084,0.0005,1.18475,0.0436003
TIC63065911,5208,200,0.79,0.32,0.0086,0.0035,1.16424,0.0280063
TIC63066101,5538,75,1.07,0.02,0.0271,0.0006,2.71841,0.0252432
TIC63066410,6133,118.39,1.21,0.43,0.013,0.0046,1.15658,0.0184017
TIC63066763,5502,206,2.02,0.56,0.0238,0.0066,1.26854,0.0227822
TIC63068329,3813,40.13,0.48,0.03,0.0216,0.0014,4.84652,0.027326
TIC63069779,5788,200,0.72,0.3,0.006,0.0025,0.88975,0.0446582
TIC63070427,6089,200,1.02,0.54,0.0084,0.0044,0.882241,0.0231025
TIC63072565,6199,102.85,1.32,0.6,0.0121,0.0055,0.988814,0.0152805
TIC63074796,5376,250,0.79,0.4,0.0088,0.0045,1.19668,0.0323235
TIC63074840,6109,150.04,1.17,0.32,0.0112,0.0031,1.03299,0.0172854
TIC63076026,5641,91.87,0.93,0.2,0.0083,0.0018,0.963177,0.0253236
TIC63119782,5788,200,0.87,0.49,0.013,0.0073,1.6097,0.016016
TIC63120475,5611,156.89,0.91,0.12,0.0056,0.0008,0.661901,0.0206218
TIC63120970,5807,100,1.43,0.26,0.014,0.0026,1.05005,0.0217046
TIC63122858,5071,83.59,0.77,0.04,0.0106,0.0006,1.47578,0.0263493
TIC63122956,4590,0,0.7,0,0.0147,0.0002,2.25265,0.0241211
TIC63125460,5069,120.38,0.76,0.05,0.0065,0.0005,0.924172,0.0329858
TIC63126989,5971,125.14,1.14,0.35,0.0096,0.003,0.909846,0.0239196
TIC63130782,5166,75.73,0.8,0.05,0.0075,0.0005,1.01093,0.0313761
TIC63203294,3682,150,0.48,0.02,0.0078,0.0004,1.75441,0.0391617
TIC63204017,5571,200,0.8,0.32,0.0074,0.003,0.991928,0.0267598
TIC63204022,5470,97.19,0.85,0.08,0.0114,0.0011,1.43681,0.0233577
TIC63205796,4939,79,0.82,0.03,0.0089,0.0004,1.17257,0.0350707
TIC63206411,5047,65.25,0.78,0.04,0.0083,0.0005,1.14798,0.0314551
TIC63206513,5634,43.2,0.91,0.02,0.012,0.0003,1.41593,0.0136637
TIC63209010,5834,80.98,1.04,0.22,0.008,0.0017,0.822781,0.0307147
TIC63210324,5756,129.38,0.97,0.15,0.0095,0.0015,1.05577,0.0228321
TIC63210391,5785,92.56,1.08,0.17,0.0116,0.0018,1.15961,0.0154146
TIC63212809,5890,174.4,1.03,0.19,0.0091,0.0017,0.945646,0.0195946
TIC63213622,5453,82.15,0.85,0.03,0.0451,0.0016,5.7106,0.0233465
TIC63214717,6224,124.3,1.29,0.56,0.012,0.0052,0.99993,0.0186621
TIC63214893,5889,186,0.92,0.27,0.0081,0.0024,0.943004,0.0319247
TIC63282889,5123,82,0.85,0.04,0.0181,0.0009,2.29544,0.0179282
TIC63283780,4559,100,0.65,0.03,0.0258,0.0012,4.26755,0.0151563
TIC63286249,6161,194.78,1.22,0.45,0.009,0.0033,0.794696,0.0258973
TIC63288848,6244,169,1.01,0.34,0.0068,0.0023,0.71858,0.0228092
TIC63288941,6449,123.48,1.55,0.69,0.0102,0.0046,0.709146,0.0130744
TIC63289259,5210,69.43,0.8,0.03,0.0111,0.0026,1.4942376,0.3506285
TIC63289401,5066,80,0.77,0.04,0.0125,0.0007,1.7407,0.0233348
TIC63289452,5774,200,0.98,0.45,0.0088,0.0041,0.968921,0.0293161
TIC63293562,6175,100,1.47,0.26,0.0171,0.003,1.25064,0.0156161
TIC63362217,5227,66.71,0.8,0.02,0.0177,0.0005,2.37893,0.0236199
TIC63362238,5788,78,1.02,0.16,0.0088,0.0014,0.922844,0.0291043
TIC63362772,5551,111,1.3,0.32,0.0114,0.0028,0.94575,0.0222688
TIC63365721,3843,50.16,0.54,0.02,0.0153,0.0006,3.05439,0.0423322
TIC63366281,3799,100,0.49,0.02,0.0187,0.0008,4.10372,0.0248989
TIC63366291,5685,98.59,0.96,0.24,0.0068,0.0017,0.756667,0.0196639
TIC63368895,5808,105,0.9,0.14,0.0738,0.0115,8.81875,0.0226067
TIC63370825,3729,75,0.51,0.03,0.0136,0.0008,2.87682,0.0532302
TIC63372898,5428,100,0.95,0.14,0.0095,0.0014,1.07762,0.0267876
TIC63373862,6769,136.36,1.81,0.67,0.0223,0.0083,1.32423,0.026329
TIC63453366,5884,77.63,1.08,0.29,0.0096,0.0026,0.957395,0.0282375
TIC640381384,3341,276,0.32,0.03,0.0453,0.0043,15.2166,0.200695
TIC670036,4684,79,0.67,0.02,0.0184,0.0006,2.94582,0.0410643
TIC677945,4470,171.97,0.78,0.08,0.0631,0.0065,8.6952,0.0696789
TIC68504570,5413,60,0.85,0.04,0.0437,0.0021,5.52913,0.0486978
TIC6892385,5636,49,0.97,0.01,0.0453,0.0006,5.02224,0.0390478
TIC69747919,6011,60,1.49,0.04,0.1709,0.0047,12.3328,0.0713307
TIC70412892,3387,5,0.38,0.01,0.02,0.0006,5.64718,0.106375
TIC70513361,5310,124,0.85,0.02,0.1797,0.0043,22.7337,0.0602218
TIC709015,5558,70,0.86,0.01,0.0435,0.0006,5.43668,0.0472308
TIC73228647,5732,50,0.97,0.02,0.0846,0.0018,9.37852,0.0631841
TIC73540072,4985,70,0.81,0.01,0.0454,0.0006,6.02811,0.0364065
TIC73943566,3436,3,0.38,0,0.0313,0.0003,8.86222,0.0753087
TIC741596,5817,173,0.98,0.02,0.0219,0.0005,2.39889,0.0211415
TIC75878355,4580,50,0.71,0.02,0.2917,0.0082,44.1793,0.0309655
TIC79748331,4734,67,0.73,0.01,0.0996,0.0015,14.662,0.077535
TIC82050863,3390,150,0.31,0.11,0.0347,0.0123,12.025,0.0537978
TIC82054726,4613,71,0.64,0.04,0.0148,0.001,2.49154,0.049059
TIC82308728,5212,43,0.73,0.01,0.3147,0.0043,46.3494,0.0540856
TIC8260536,6000,75,1.05,0.01,0.0744,0.0008,7.61335,0.0395139
TIC83181153,3785,185,0.52,0.08,0.0487,0.0075,10.0674,0.0518704
TIC8348911,3200,170,0.24,0.01,0.0432,0.0018,19.3509,0.0482468
TIC89020549,5397,46,0.9,0.02,0.0509,0.0012,6.08093,0.0365654
TIC8918021,3287,67,0.3,0.01,0.0249,0.0009,8.92982,0.081229
TIC9006668,5080,130,0.75,0.03,0.0864,0.0035,12.3873,0.0407538
TIC92226327,3096,48,0.22,0,0.1365,0.0001,66.6996,0.0673611
TIC94892940,4842,49,0.69,0.01,0.0514,0.0008,8.00776,0.03935
TIC94893626,5219,179,0.78,0.02,0.0126,0.0005,1.74283,0.0452949
TIC94924543,5868,60,1,0.01,0.076,0.0009,8.17036,0.0582184
TIC94986319,5325,78,0.87,0.01,0.108,0.0013,13.3407,0.0361024
TIC96199085,6570,269,1.39,0.03,0.0481,0.0012,3.71914,0.048381
TIC98591691,5172,46,0.81,0.02,0.018,0.0005,2.38297,0.036115
TIC98594138,5859,50,1,0.06,0.0466,0.0029,5.00744,0.0637652
TIC98677125,5742,49,1.7,0.04,0.0438,0.0013,2.76698,0.0449857
TIC98720809,5315,35,0.79,0.01,0.0714,0.0012,9.72291,0.101996
TIC98751904,4715,48,0.65,0.01,0.0466,0.0016,7.7079,0.234812
TIC98796344,3340,150,0.27,0.01,0.3655,0.0135,145.547,0.0800058
